chapter,question_number,Question,Answer,question_length,answer_length
16,16.3,What is the aspect ratio of a cubic particle shape?,"Solution: The aspect ratio is the ratio of the maximum dimension to the minimum dimension of the particle shape. The minimum dimension is the edge of any face of the cube; call it L. The maximum = (3 L^2)^0.5 dimension is the cube diagonal, which is given by (L^2+ L^2+ L^2)^0.5 = (3)^0.5 L = 1.732 L. Thus, the aspect ratio = 1.732:1.",57,328
16,16.11,"In a certain pressing operation, the metallic powder fed into the open die has a packing factor of 0.5. The pressing operation reduces the powders to 2/3 of their starting volume. In the subsequent sintering operation, shrinkage amounts to 10% on a volume basis. Given that these are the only factors that affect the structure of the finished part, determine its final porosity.","Solution: Packing factor = bulk density / true density Density = (specific volume)-1 Packing factor = true specific volume / bulk specific volume Pressing reduces bulk specific volume to 2/3 = 0.667 Sintering further reduces the bulk specific volume to 0.90 of value after pressing. Let true specific volume = 1.0 Thus for a packing factor of 0.5, bulk specific volume = 2.0. Packing factor after pressing and sintering = 1.0/(2.0 x .667 x .90) = 1.0/1.2 = 0.833 By Eq. (18.7), porosity = 1 -0.833 = 0.167",384,505
16,16.12,"A bearing of simple geometry is to be pressed out of bronze powders, using a compacting pressure of 207 MPa. The outside diameter = 44 mm, the inside diameter = 22 mm, and the length of the bearing = 25 mm. What is the required press tonnage to perform this operation?","Solution: Projected area of part Ap = 0.25pi(Do^ 2-Di^ 2) = 0.25pi(44^2 -22^2) = 1140.4 mm2 F = Ap*pc = 1140.4(207) = 236,062 N",274,118
16,16.14,"For each of the four part drawings in Figure P16.14, indicate which PM class the parts belong to, whether the part must be pressed from one or two directions, and how many levels of press control will be required? Dimensions are mm.","Solution: (a) Class II, 2 directions because of axial thickness, one level of press control. (b) Class I, one direction part is relatively thin, one level of press control.  (c) Class IV, 2 directions of pressing, 3 levels of press control required.  (d) Class IV, 2 directions of pressing, 4 or 5 levels of press control due to multiple steps in part design.",238,359
18,18.1,"The strength coefficient = 550 MPa and strain-hardening exponent = 0.22 for a certain metal. During a forming operation, the final true strain that the metal experiences = 0.85. Determine the flow stress at this strain and the average flow stress that the metal experienced during the operation.","Solution: Flow stress Yf = 550(0.85)^0.22 = 531 MPa. , Average flow stress Yf = 550(0.85)^0.22/1.22 = 435 MPa.",301,117
18,18.2,A metal has a flow curve with strength coefficient = 850 MPa and strain-hardening exponent = 0.30. A tensile specimen of the metal with gage length = 100 mm is stretched to a length = 157 mm. Determine the flow stress at the new length and the average flow stress that the metal has been subjected to during the deformation.,Solution: H = ln (157/100) = ln 1.57 = 0.451 Flow stress Yf = 850(0.451)^0.30 = 669.4 MPa. Average flow stress Yf = 850(0.451)^0.30/1.30 = 514.9 MPa.,330,147
18,18.3," A particular metal has a flow curve with strength coefficient = 35,000 lb/in2 and strain-hardening 
exponent = 0.26. A tensile specimen of the metal with gage length = 2.0 in is stretched to a length = 
3.3 in. Determine the flow stress at this new length and the average flow stress that the metal has been subjected to during deformation.","Solution: H = ln (3.3/2.0) = ln 1.65 = 0.501 Flow stress Yf = 35,000(0.501)^0.26 = 29,240 lb/in2. Average flow stress Yf = 35,000(0.501)^0.26/1.26 = 23,206 lb/in2.",139,161
18,18.4,"The strength coefficient and strain-hardening exponent of a certain test metal are 40,000 lb/in2 and 0.19, respectively. A cylindrical specimen of the metal with starting diameter = 2.5 in and length = 3.0 in is compressed to a length of 1.5 in. Determine the flow stress at this compressed length and 
the average flow stress that the metal has experienced during deformation.","Solution: H = ln (1.5/3.0) = ln 0.5 = -0.69315 Flow stress Yf = 40,000(0.69315)^0.19 = 37,309 lb/in2. Average flow stress Yf = 40,000(0.69315)^0.19/1.19 = 31,352 lb/in2.",207,167
18,18.4,"In a tensile test, two pairs of values of stress and strain were measured for the specimen metal after it had yielded: (1) true stress = 217 MPa and true strain = 0.35, and (2) true stress = 259 MPa and true strain = 0.68. Based on these data points, determine the strength coefficient and strain-hardening exponent.","Solution: Solve two equations, two unknowns: ln K = ln V -n ln 0 (1) ln K = ln 217  -  n ln 0.35  (2) lnK =ln259  -  n ln 0.68  (1) ln K = 5.3799  -  (-1.0498)n = 5.3799 + 1.0498 n  (2) ln K = 5.5568  -  (-0.3857)n = 5.5568 + 0.3857 n 5.3799 + 1.0498 n = 5.5568 + 0.3857 n 1.0498 n  -  0.3857 n = 5.5568  -  5.3799 0.6641 n = 0.1769 n = 0.2664 ln K = 5.3799 + 1.0498 (0.2664) = 5.6596 K = 287 MPa",322,384
18,18.11,The gage length of a tensile test specimen = 150 mm. It is subjected to a tensile test in which the grips holding the end of the test specimen are moved with a relative velocity = 0.1 m/s. Construct a plot of the strain rate as a function of length as the specimen is pulled to a length = 200 mm.,"Solution: The following values are calculated for the plot: At L = 150 mm, strain rate  = 0.1/0.15 = 0.667 s-1 At L = 160 mm, strain rate  = 0.1/0.16 = 0.625 s-1 At L = 170 mm, strain rate  = 0.1/0.17 = 0.588 s-1 At L = 180 mm, strain rate  = 0.1/0.18 = 0.555 s-1 At L = 190 mm, strain rate  = 0.1/0.19 = 0.526 s-1 At L = 200 mm, strain rate  = 0.1/0.20 = 0.500 s-1 , 05-13-09",302,382
18,18.12,A specimen with 6.0 in starting gage length is subjected to a tensile test in which the grips holding the end of the test specimen are moved with a relative velocity = 1.0 in/sec. Construct a plot of the strain rate as a function of length as the specimen is pulled to a length = 8.0 in.,"Solution: The following values are calculated for the plot: At L = 6.0 in, strain rate  = 1/6.0 = 0.1667 sec-1 At L = 6.5 in, strain rate  = 1/6.5 = 0.1538 sec-1 At L = 7.0 in, strain rate  = 1/7.0 = 0.1429 sec-1 At L = 7.5 in, strain rate  = 1/7.5 = 0.1333 sec-1 At L = 8.0 in, strain rate  = 1/8.0 = 0.1250 sec-1",293,319
18,18.13,"A workpart with starting height h = 100 mm is compressed to a final height of 50 mm. During the deformation, the relative speed of the plattens compressing the part = 200 mm/s. Determine the strain rate at (a) h = 100 mm, (b) h = 75 mm, and (c) h = 51 mm.",Solution: (a) strain rate  = 200/100 = 2.0 s-1 (b) strain rate  = 200/75 = 2.667 s-1  (c) strain rate  = 200/51 = 3.922 s-1,261,126
19,19.1,0 A 4.50-in-thick slab that is 9 in wide and 24 in long is to be reduced in a single pass in a two-high rolling mill to a thickness of 3.87 in. The roll rotates at a speed of 5.50 rev/min and has a radius of,"Solution: (a) Draft d = 4.50  -  3.87 = 0.63 in, Contact length L = (17.0 x 0.63)^0.5 = 3.27 in True strain H = ln(4.5/3.87) = ln 1.16 = 0.1508 Yf = 30,000(0.1508)^0.15/1.15 = 19,642 lb/in2 Rolling force F = Y fwL = 16,414(9.0)(3.27) = 483,000 lb (b) Torque T = 0.5FL = 0.5(483000)(3.27) = 789,700 in-lb.  (c) N = 5.50 rev/min Power P = 2(5.50)(483000)(3.27) = 54,580,500 in-lb/min HP = (54,580,500 in-lb/min)/(396,000) = 138 hp",211,424
19,19.11,"A single-pass rolling operation reduces a 20 mm thick plate to 18 mm. The starting plate is 200 mm wide. Roll radius = 250 mm and rotational speed = 12 rev/min. The work material has a strength coefficient = 600 MPa and a strength coefficient = 0.22. Determine (a) roll force, (b) roll torque, and (c) power required for this operation.","Solution: (a) Draft d = 20 -18 = 2.0 mm, Contact length L = (250 x 2)^.5 = 11.18 mm = 0.0112 m True strain H = ln(20/18) = ln 1.111 = 0.1054 Yf = 600(0.1054)^0.22/1.22 = 300 MPa Rolling force F = 300(0.0112)(0.2) = 0.672 MN = 672,000 N (b) Torque T = 0.5(672,000)(0.0112) = 3,720 N-m  (c) Given that N = 12 rev/min Power P = 2(12/60)(672,000)(0.0112) = 37,697 W",342,359
19,19.21,"A part is designed to be hot forged in an impression die. The projected area of the part, including flash, is 16 in2. After trimming, the part has a projected area of 10 in2. Part geometry is complex. As heated the work material yields at 10,000 lb/in2, and has no tendency to strain harden. At room temperature, the material yields at 25,000 lb/in2 Determine the maximum force required to perform the forging operation.","Solution: Since the work material has no tendency to work harden, n = 0. From Table 19.1, choose Kf = 8.0. F = 8.0(10,000)(16) = 1,280,000 lb.",426,142
19,19.22,"A connecting rod is designed to be hot forged in an impression die. The projected area of the part is 6,500 mm2. The design of the die will cause flash to form during forging, so that the area, including flash, will be 9,000 mm2. The part geometry is considered to be complex. As heated the work material yields at 75 MPa, and has no tendency to strain harden. Determine the maximum force required to perform the operation.","Solution: Since the work material has no tendency to work harden, n = 0. From Table 19.1, choose Kf =8.0. F = 8.0(75)(9,000) = 5,400,000 N. ",429,149
20,20.1,A power shears is used to cut soft cold-rolled steel that is 4.75 mm thick. At what clearance should the shears be set to yield an optimum cut?,"Solution: From Table 20.1, Ac = 0.060. Thus, c = Act = 0.060(4.75) = 0.285 mm",149,77
20,20.2,A blanking operation is to be performed on 2.0 mm thick cold-rolled steel (half hard). The part is circular with diameter = 75.0 mm. Determine the appropriate punch and die sizes for this operation.,"Solution: From Table 20.1, Ac = 0.075. Thus, c = 0.075(2.0) = 0.15 mm. Punch diameter = Db -2c = 75.0 -2(0.15) = 74.70 mm. Die diameter = Db = 75.0 mm.",204,151
20,20.3,"A compound die will be used to blank and punch a large washer out of 6061ST aluminum alloy sheet stock 3.50 mm thick. The outside diameter of the washer is 50.0 mm and the inside diameter is 15.0 mm. Determine (a) the punch and die sizes for the blanking operation, and (b) the punch and die sizes for the punching operation.","Solution: From Table 20.1, Ac = 0.060. Thus, c = 0.060(3.50) = 0.210 mm (a) Blanking punch diameter = Db -2c = 50 -2(0.21) = 49.58 mm Blanking die diameter = Db = 50.00 mm  (b) Punching punch diameter = Dh = 15.00 mm Punching die diameter = Dh + 2c = 30 + 2(0.210) = 15.42 mm",331,275
20,20.4,A blanking die is to be designed to blank the part outline shown in Figure P20.4. The material is 4 mm thick stainless steel (half hard). Determine the dimensions of the blanking punch and the die opening.,"Solution: From Table 20.1, Ac = 0.075. Thus, c = 0.075(4.0) = 0.30 mm Blanking die: dimensions are the same as for the part in Figure P20.4. Blanking punch: 85 mm length dimension = 85 -2(0.3) = 84.4 mm 50 mm width dimension = 50 -2(0.3) = 49.4 mm Top and bottom 25 mm extension widths = 25 -2(0.3) = 24.4 mm The 25 mm inset dimension remains the same.",211,352
20,20.8,"The foreman in the pressworking section comes to you with the problem of a blanking operation that is producing parts with excessive burrs. (a) What are the possible reasons for the burrs, and (b) what can be done to correct the condition?","Solution: (a) Reasons for excessive burrs: (1) clearance between punch and die is too large for the material and stock thickness; and (2) punch and die cutting edges are worn (rounded) which has the same effect as excessive clearance. (b) To correct the problem: (1) Check the punch and die cutting edges to see if they are worn. If they are, regrind the faces to sharpen the cutting edges. (2) If the die is not worn, measure the punch and die clearance to see if it equals the recommended value. If not, die maker must rebuild the punch and die. Bending",245,555
20,20.17,"A sheet-metal part 3.0 mm thick and 20.0 mm long is bent to an included angle = 60q and a bend radius = 7.5 mm in a V-die. The metal has a yield strength = 220 MPa and a tensile strength = 340 MPa. Compute the required force to bend the part, given that the die opening dimension = 15 mm.","Solution: For V-bending, Kbf = 1.33. F = Kbf(TS)wt^2/D = 1.33(340)(20)(3)^2/15 = 5426 N ",294,104
20,20.18,Derive an expression for the reduction r in drawing as a function of drawing ratio DR.,Solution: Reduction r = (Db -Dp)/Db Drawing ratio DR = Db/Dp r = Db/Db -Dp/Db = 1-Dp/Db = 1 -1/DR,92,97
20,20.19,"A cup is to be drawn in a deep drawing operation. The height of the cup is 75 mm and its inside diameter = 100 mm. The sheet-metal thickness = 2 mm. If the blank diameter = 225 mm, determine (a) drawing ratio, (b) reduction, and (c) thickness-to-diameter ratio. (d) Does the operation seem feasible?","Solution: (a) DR = Db/Dp = 225/100 = 2.25  (b) r = (Db -Dp)/Db = (225 -100)/225 = 0.555 = 55.5%  (c) t/Db = 2/225 = 0.0089 = 0.89%  (d) Feasibility? No! DR is too large (greater than 2.0), r is too large (greater than 50%), and t/D is too small (less than 1%).",305,260
20,20.23,"A cup-drawing operation is performed in which the inside diameter = 80 mm and the height = 50 mm. The stock thickness = 3.0 mm, and the starting blank diameter = 150 mm. Punch and die radii = 4 mm. Tensile strength = 400 MPa and yield strength = 180 MPa for this sheet metal. Determine (a) drawing ratio, (b) reduction, (c) drawing force, and (d) blankholder force.","Solution: (a) DR = 150/80 = 1.875 (b) r = (Db -Dp)/Db = (150  -  80)/150 = 70/150 = 0.46  (c) F = Dpt(TS)(Db/Dp -0.7) = (80)(3)(400)(150/80 -0.7) = 354,418 N.  (d) Fh = 0.015Y(Db 2-(Dp + 2.2t + 2Rd)2) Fh = 0.015(180)(1502 -(80 + 2.2 x 3 + 2 x 4)^2) = 0.015(180)(150^2 -94.6^2)    Fh = 114,942 N",371,289
20,20.29,"The foreman in the drawing section of the shop brings to you several samples of parts that have been drawn in the shop. The samples have various defects. One has ears, another has wrinkles, and still a third has torn sections at its base. What are the causes of each of these defects and what remedies would you propose?",Solution: (1) Ears are caused by sheet metal that has directional properties. The material is anisotropic. One remedy is to anneal the metal to reduce the directionality of the properties. (2) Wrinkles are caused by compressive buckling of the flange as it is drawn inward to form the cup. There are several possible remedies: (a) increase the t/D ratio by using a thicker gage sheet metal. This may not be possible since a design change is required. (b) Increase the blankholder pressure against the work during drawing.  (3) Tearing occurs due to high tensile stresses in the walls of the cup near the base. A remedy would be to provide a large punch radius. Tearing can also occur due to a die corner radius that is too small.,326,729
20,20.32,Determine the starting disk diameter required to spin the part in Figure P20.32 using a conventional spinning operation. The starting thickness = 2.4 mm.,"Solution: From part drawing, radius = 25 + (100 -25)/sin 30 = 25 + 75/0.5 = 175 mm Starting diameter D = 2(175) = 350 mm",159,120
20,20.33,"If the part illustrated in Figure P20.32 were made by shear spinning, determine (a) the wall thickness along the cone-shaped portion, and (b) the spinning reduction r.",Solution: (a) tf = t sin D = (2.4)sin 30 = 2.4(0.5) = 1.2 mm (b) r = (t -tf)/t = (2.4  -  1.2)/2.4 = 0.50 = 50%,173,109
20,20.34,Determine the shear strain that is experienced by the material that is shear spun in Problem 20.33.,"Solution: Based on sidewise displacement of metal through a shear angle of 30, Shear strain J = cot 30 = 1.732.",105,111
20,20.35,"A 75 mm diameter tube is bent into a rather complex shape with a series of simple tube bending operations. The wall thickness on the tube = 4.75 mm. The tubes will be used to deliver fluids in a chemical plant. In one of the bends where the bend radius is 125 mm, the walls of the tube are flattening badly. What can be done to correct the condition?",Solution: Possible solutions: (1) Use a mandrel to prevent collapsing of tube wall. (2) Request the designer to increase the bend radius to 3D = 225 mm. (3) Pack sand into the tube. The sand will act as an internal flexible mandrel to support the tube wall.,356,257
21,21.1,"In an orthogonal cutting operation, the tool has a rake angle = 15 degree. The chip thickness before the cut = 0.30 mm and the cut yields a deformed chip thickness = 0.65 mm. Calculate (a) the shear plane angle and (b) the shear strain for the operation.",Solution: (a) r = to/tc = 0.30/0.65 = 0.4615 I = tan^(-1)(0.4615 cos 15/(1 -0.4615 sin 15)) = tan^(-1)(0.5062) = 26.85degree (b) Shear strain J = cot 26.85 + tan (26.85 -15) = 1.975 + 0.210 = 2.185,253,186
21,21.3,"In an orthogonal cutting operation, the 0.250 in wide tool has a rake angle of 5 degree. The lathe is set so the chip thickness before the cut is 0.010 in. After the cut, the deformed chip thickness is measured to be 0.027 in. Calculate (a) the shear plane angle and (b) the shear strain for the operation.",Solution: (a) r = to/tc = 0.010/0.027 = 0.3701 I = tan^(-1)(0.3701 cos 5/(1 -0.3701 sin 5)) = tan^(-1)(0.3813) = 20.9ddegree (b) Shear strain J = cot 20.9 + tan (20.9  -  5) = 2.623 + 0.284 = 2.907,305,183
21,21.4,"In a turning operation, spindle speed is set to provide a cutting speed of 1.8 m/s. The feed and depth of cut of cut are 0.30 mm and 2.6 mm, respectively. The tool rake angle is 8 degree. After the cut, the deformed chip thickness is measured to be 0.49 mm. Determine (a) shear plane angle, (b) shear strain, and (c) material removal rate. Use the orthogonal cutting model as an approximation of the turning process.",Solution: (a) r = to/tc = 0.30/0.49 = 0.612 I = tan^(-1)(0.612 cos 8/(1  -  0.612 sin 8)) = tan^(-1)(0.6628) = 33.6 degree (b) J = cot 33.6 + tan (33.6 -8) = 1.509 + 0.478 = 1.987  (c) RMR = (1.8 m/s x 103 mm/m)(0.3)(2.6) = 1404 mm3/s,415,220
21,21.9,"In an orthogonal cutting operation, the rake angle = -5 degree, chip thickness before the cut = 0.2 mm and width of cut = 4.0 mm. The chip ratio = 0.4. Determine (a) the chip thickness after the cut, (b) shear angle, (c) friction angle, (d) coefficient of friction, and (e) shear strain.","Solution: (a) r = to/tc, tc = to/r = 0.2/.4 = 0.5 mm (b) I = tan-1(0.4 cos( - 5)/(1 -0.4 sin( - 5))) = tan-1(0.3851) = 21.1 degree  (c) E = 2(45) + α -2() = 90 + (-5) -2(21.8) = 42.9 degree  (d)  coefficient of friction P = tan 42.9 = 0.93  (e)shear strain J = cot 31.8 + tan(31.8 -15) = 2.597 + 0.489 = 3.09",286,255
21,21.17,Show how Eq. (21.4) is derived from Figure 21.6.,"Solution: In the figure, J = AC/BD = (AD + DC)/BD = AD/BD + DC/BD AD/BD = cot I and DC/BD = tan (I -a) Thus, J = cot I + tan (I -a) Q.E.D.",54,136
21,21.18,"In a turning operation on stainless steel with hardness = 200 HB, the cutting speed = 200 m/min, feed = 0.25 mm/rev, and depth of cut = 7.5 mm. How much power will the lathe draw in performing this operation if its mechanical efficiency = 90%. Use Table 21.2 to obtain the appropriate specific energy value.","Solution: From Table 21.2, U = 2.8 N-m/mm3 = 2.8 J/mm3 RMR = vfd = (200 m/min)(10^3 mm/m)(0.25 mm)(7.5 mm) = 375,000 mm3/min = 6250 mm3/s Pc = (6250 mm3/s)(2.8 J/mm3) = 17,500 J/s = 17,500 W = 17.5 kW Accounting for mechanical efficiency, Pg = 17.5/0.90 = 19.44 kW",313,263
21,21.19,"In a turning operation on stainless steel with hardness = 200 HB, the cutting speed = 200 m/min, and depth of cut = 7.5 mm. How much power will the lathe draw in performing this operation if its mechanical efficiency = 90%. Use Table 21.2 to obtain the appropriate specific energy value. compute the lathe power requirements if feed = 0.50 mm/rev.","Solution: Using Figure 21.14, for f = 0.50 mm, correction factor = 0.85. From Table 21.2, U = 2.8 J/mm3. With the correction factor, U = 2.8(0.85) = 2.38 J/mm3. RMR = vfd = (200 m/min)(103 mm/m)(0.50 mm)(7.5 mm) = 750,000 mm3/min = 12,500 mm3/s Pc = (12,500 mm3/s)(2.38 J/mm3) = 29,750 J/s = 29,750 W = 29.75 kW Accounting for mechanical efficiency, Pg = 29.75/0.90 = 33.06 kW",83,485
21,21.2,"In a turning operation on aluminum, cutting speed = 900 ft/min, feed = 0.020 in/rev, and depth of cut = 0.250 in. What horsepower is required of the drive motor, if the lathe has a mechanical efficiency = 87%? Use Table 21.2 to obtain the appropriate unit horsepower value.","Solution: From Table 21.2, HPu = 0.25 hp/(in3/min) for aluminum. Since feed is greater than 0.010 in/rev in the table, a correction factor must be applied from Figure 21.14. For f = 0.020 in/rev = to, correction factor = 0.9. HPc = HPu x RMR, HPg = HPc/E RMR = vfd = 900 x 12(.020)(0.250) = 54 in3/min HPc = 0.9(0.25)(54) = 12.2 hp HPg = 12.2/0.87 = 14.0 hp",279,357
21,21.22,"A turning operation is to be performed on a 20 hp lathe that has an 87% efficiency rating. The roughing cut is made on alloy steel whose hardness is in the range 325 to 335 HB. The cutting speed is 375 ft/min, feed is 0.030 in/rev, and depth of cut is 0.150 in. Based on these values, can the job be performed on the 20 hp lathe? Use Table 21.2 to obtain the appropriate unit horsepower value.","Solution: From Table21.2, HPu = 1.3 hp/(in3/min) Since the uncut chip thickness (0.030 in) is different from the tabular value of 0.010, a correction factor must be applied. From Figure 21.14, the correction factor is 0.8. Therefore, the corrected HPu = 0.8*1.3 = 1.04 hp/(in3/min) RMR = vfd = 375 ft/min(12 in/ft)(0.03 in)(0.150 in) = 20.25 in3/min HPc = (20.25 in3/min)(1.04 hp/(in3/min)) = 21.06 hp required. At efficiency E = 87%, available horsepower = 0.87(20) = 17.4 hp Since required horsepower exceeds available horsepower, the job cannot be accomplished on the 20 hp lathe, at least not at the specified cutting speed of 375 ft/min.",399,642
21,21.31," In a turning operation on an aluminum alloy workpiece, the feed = 0.020 in/rev, and depth of cut = 
0.250 in. The motor horsepower of the lathe is 20 hp and it has a mechanical efficiency = 92%. The unit horsepower value = 0.25 hp/(in3/min) for this aluminum grade. What is the maximum cutting speed that can be used on this job?","Solution: From Table 21.3, HPu = 0.25 hp/(in3/min) for aluminum. Since feed is greater than 0.010 in/rev in the table, a correction factor must be applied from Figure 21.14. For f = 0.020 in/rev = to, correction factor = 0.9. HPc = HPu x RMR, HPg = HPc/E RMR = vfd = 12v(.020)(0.250) = 0.06 v in3/min HPc = 0.9(0.25)(0.06 v) = 0.0135 v hp HPg = 0.0135 v /0.92 = 0.014674 v = 20 hp v = 20/0.014674 = 1363 ft/min",231,430
21,21.25,"In a turning operation on low carbon steel (175 BHN), cutting speed = 400 ft/min, feed = 0.010 in/rev, and depth of cut = 0.075 in. The lathe has a mechanical efficiency = 0.85. Based on the unit horsepower values in Table21.2, determine (a) the horsepower consumed by the turning operation and (b) the horsepower that must be generated by the lathe.","Solution: (a) From Table21.2, HPu = 0.6 hp/(in3/min) for low carbon steel. HPc = HPu x RMR RMR = vfd = 400 x 12(.010)(0.075) = 3.6 in3/min HPc = 0.6(3.6) = 2.16 hp (b) HPg = 2.16/0.85 = 2.54 hp",356,193
21,21.26," The feed = 0.0075 in/rev and the work material is stainless steel (Brinell Hardness = 240 HB). In a turning operation , cutting speed = 400 ft/min,  and depth of cut = 0.075 in. The lathe has a mechanical efficiency = 0.85. Based on the unit horsepower values in Table21.2, determine (a) the horsepower consumed by the turning operation ","Solution: (a) From Table21.2, HPu = 1.0 hp/(in3/min) for stainless steel. Since feed is lower than 
0.010 in/rev in the table, a correction factor must be applied from Figure 21.14. For f = 0.0075 
in/rev = to, correction factor = 1.1. 
HPc = HPu x RMR
RMR = 400 x 12(0.0075)(0.12) = 4.32 in3
/min
HPc = 1.1(1.0)(4.32) = 4.75 hp",132,98
21,21.27,"A turning operation is carried out on aluminum (100 BHN). Cutting speed = 5.6 m/s, feed = 0.25 mm/rev, and depth of cut = 2.0 mm. The lathe has a mechanical efficiency = 0.85. Based on the specific energy values in Table 21.2, determine (a) the cutting power and (b) gross power in the turning operation, in Watts.","Solution: (a) From Table21.2, U = 0.7 N-m/mm3 for aluminum. RMR = vfd = 5.6(103)(.25)(2.0) = 2.8(103) mm3/s. Pc = U RMR = 0.7(2.8)(103) = 1.96(103) N-m/s = 1960 W (b) Gross power Pg = 1960/0.85 = 2306 W",320,202
21,21.32,"Orthogonal cutting is performed on a metal whose mass specific heat = 1.0 J/g-C, density = 2.9 g/cm3, and thermal diffusivity = 0.8 cm2/s. The cutting speed is 4.5 m/s, uncut chip thickness is 0.25 mm, and width of cut is 2.2 mm. The cutting force is measured at 1170 N. Using Cook's equation, determine the cutting temperature if the ambient temperature = 22C.",Solution: C = (2.9 g/cm3)(1.0 J/g-C) = 2.90 J/cm3-C = (2.90x10-3) J/mm3-C K = 0.8 cm2/s = 80 mm2/s U = Fcv/RMR = 1170 N x 4.5 m/s/(4500 mm/s x 0.25 mm x 2.2 mm) = 2.127 N-m/mm3 T = 0.4U/() x(vto/K)^0.333 T = 22 + (0.4 x 2.127 N-m/mm3/(2.90x10-3) J/mm3-C) [4500 mm/s x 0.25 mm/80 mm2/s]^0.333 T = 22 + (0.2934 x 103 C)(14.06)^.333 = 22 + 293.4(2.41) = 22C + 707C = 729C,367,365
21,21.33,"Consider a turning operation performed on steel whose hardness = 225 HB at a speed = 3.0 m/s, feed = 0.25 mm, and depth = 4.0 mm. Using values of thermal properties found in the tables and definitions of Section 4.1 and the appropriate specific energy value from Table 21.2, compute an estimate of cutting temperature using the Cook equation. Assume ambient temperature = 20C.","Solution: From Table 21.2, U = 2.2 N-m/mm3 = 2.2 J/mm3 From Table 4.1, U = 7.87 g/cm3 = 7.87(10^-3) g/mm3 From Table 4.1, C = 0.11 Cal/g-C. From note ��a�� at the bottom of the table, 1 cal = 4.186 J. Thus, C = 0.11(4.186) = 0.460 J/ g-C C = (7.87 g/cm3)(0.46 J/g-C) = 3.62(10^-3) J/mm3-C From Table 4.2, thermal conductivity k = 0.046 J/s-mm-C From Eq. (4.3), thermal diffusivity K = k/C K = 0.046 J/s-mm-C /[(7.87 x 10-3 g/mm3)(0.46 J/g-C)] = 12.7 mm2/s Using Cook�s equation, to = f = 0.25 mm T = (0.4(2.2)/3.62(10^-3))[3(10^3)(0.25)/12.7]^0.333 = 0.2428(103)(59.06)^0.333 = 242.8(3.89) = 944.4 Cq Final temperature, taking ambient temperature in account T =20 + 944 = 964C",382,668
21,21.34,"An orthogonal cutting operation is performed on a certain metal whose volumetric specific heat = 110 in-lb/in3-F, and thermal diffusivity = 0.140 in2/sec. The cutting speed = 350 ft/min, chip thickness before the cut = 0.008 in, and width of cut = 0.100 in. The cutting force is measured at 200 lb. Using Cook's equation, determine the cutting temperature if the ambient temperature = 70F.","Solution: v = 350 ft/min x 12 in/ft/60 sec/min = 70 in/sec. U = Fcv/vtow = 200(70)/(70 x 0.008 x 0.100) = 250,000 in-lb/in3. T = 70 + (0.4U/C)(vto/K)^0.333 = T = 70 + (0.4 x 250,000/110)[70 x 0.008/0.14]^0.333 = 70 + (909)(4)^0.333 = 70 + 1436 = 1506F",395,248
21,21.35,"It is desired to estimate the cutting temperature for a certain alloy steel whose hardness = 240 Brinell. Use the appropriate value of specific energy from Table 21.2 and compute the cutting temperature by means of the Cook equation for a turning operation in which the cutting speed is 500 ft/min, feed is 0.005 in/rev, and depth of cut is 0.070 in. The work material has a volumetric specific heat of 210 in lb/in3-F and a thermal diffusivity of 0.16 in2/sec. Assume ambient temperature = 88F.","Solution: From Table 21.2, U for alloy steel (310 BHN) = 320,000 in-lb/in3. Since f = 0.005 in/rev, correction factor = 1.25. Therefore U = 320,000(1.25) = 400,000 in-lb/in3. v = 500 ft/min x 12 in/ft/60 sec/min = 100 in/sec. T = Ta + (0.4U/pC)(vto/K)^0.333 = 88 + (0.4 x 400,000/210)(100 x 0.005/0.16)^0.333 = 88 + (762)(3.125)^0.333 = 88 + 1113 = 1201F",501,350
21,21.36,"An orthogonal machining operation removes metal at 1.8 in3/min. The cutting force in the process = 300 lb. The work material has a thermal diffusivity = 0.18 in2/sec and a volumetric specific heat = 124 in-lb/in3-F. If the feed f = to = 0.010 in and width of cut = 0.100 in, use the Cook formula to compute the cutting temperature in the operation given that ambient temperature = 70F.","Solution: RMR = vtow, v = RMR/tow = 1.8/(0.01 x 0.100) = 1800 in/min = 30 in/sec U = Fcv/vtow = 300(30)/(30 x 0.010 x 0.100) = 300,000 in-lb/in3. T = 70 + (0.4U/C)(vto/K)^0.333 = 70 + (0.4 x 300,000/124)(30 x 0.010/0.18)^0.333 = 70 + (968)(1.667)^0.333 = 70 + 1147 = 1217F",391,269
21,21.37,"A turning operation uses a cutting speed = 200 m/min, feed = 0.25 mm/rev, and depth of cut = 4.00 mm. The thermal diffusivity of the work material = 20 mm2/s and the volumetric specific heat = 3.5 (10^-3) J/mm3-C. If the temperature increase above ambient temperature (20F) is measured by a tool-chip thermocouple to be 700C, determine the specific energy for the work material in this operation.","Solution: Rearranging the Cook equation, U = T(C/0.4)(K/vto)^0.333 U = (700  -  20)(3.5 x 10-3/0.4)(20/{(200/60)(103)(0.25)})^0.333 U = 680(8.75 x 10-3)(0.024)^0.333 = 5.95(0.2888) = 1.72 N-m/mm3",401,190
