chapter,question_number,Question,Answer
38,38.20,38.20 The largest axis of a Cartesian coordinate robot has a total range of 750 mm. It is driven by pulley system capable of a mechanical accuracy = 0.25 mm and repeatability = 0.15 mm. Determine the minimum number of bits required in the binary register for the axis in the robot's control memory.,Solution: Repeatability = r 3V = 0.15 mm V = 0.15/3 = 0.05 mm Accuracy = 0.25 mm = 0.5 CR + 3V = 0.5 CR + 0.15 0.5 CR = 0.25 -0.15 = 0.10 CR = 0.20 CR = CR2= L/(2B – 1)= 750/(2B – 1) 750/(2B – 1)= 0.20 2B – 1 = 750/0.20 = 3750  2B = 3751 B ln 2 = ln 3751
38,38.21,38.21 A stepper motor serves as the drive unit for the linear joint of an industrial robot. The joint must have an accuracy of 0.25 mm. The motor is attached to a leadscrew through a 2:1 gear reduction (2 turns of the motor for 1 turn of the leadscrew). The pitch of the leadscrew is 5.0 mm. The mechanical errors in the system (due to backlash of the leadscrew and the gear reducer) can be represented by a normal distribution with standard deviation = 0.05 mm. Specify the number of step angles that the motor must have in order to meet the accuracy requirement.,Solution: Repeatability = r 3V = r 3(0.05) = r 0.15 mm Accuracy = 0.25 mm = 0.5 CR + 3V = 0.5 CR + 0.15
38,38.22,"38.22 The designer of a polar configuration robot is considering a portion of the manipulator consisting of a rotational joint connected to its output link. The output link is 25 in long and the rotational joint has a range of 75. The accuracy of the joint-link combination, expressed as a linear measure at the end of the link which results from rotating the joint, is specified as 0.030 in. The mechanical inaccuracies of the joint result in a repeatability error = 0.030q of rotation. It is assumed that the link is perfectly rigid, so there are no additional errors due to deflection. (a) Show that the specified accuracy can be achieved, given the repeatability error. (b) Determine the minimum number of bits required in the binary register of the robot's control memory to achieve the specified accuracy.",Solution: (a) Repeatability = r 3V = r 0.030.
10,10.01,"10.01 A disk 40 cm in diameter and 5 cm thick is to be cast of pure aluminum in an open mold casting operation. The melting temperature of aluminum = 660C, and the pouring temperature will be 800C. Assume that the amount of aluminum heated will be 5% more than what is needed to fill the mold cavity. Compute the amount of heat that must be added to the metal to heat it to the pouring temperature, starting from a room temperature of 25C. The heat of fusion of aluminum = 389.3 J/g. Other properties can be obtained from Tables 4.1 and 4.2 in the text. Assume the specific heat has the same value for solid and molten aluminum.","Solution: Volume V = D2h/4= (40)2(5)/4 = 6283.2 cm3 Volume of aluminum to be heated = 6283.2(1.05) = 6597.3 cm3 From Table 4.1 and 4.2, density U = 2.70 g/cm3 and specific heat C = 0.21 Cal/g-C = 0.88 J/g-C Heat required = 2.70(6597.3){0.88(660-25) + 389.3 + 0.88(800-660)} = 17,812.71{558.8 + 389.3 + 123.2} = 19,082,756 J"
10,10.02,"10.02 A sufficient amount of pure copper is to be heated for casting a large plate in an open mold. The plate has dimensions: length = 20 in, width = 10 in, and thickness = 3 in. Compute the amount of heat that must be added to the metal to heat it to a temperature of 2150F for pouring. Assume that the amount of metal heated will be 10% more than what is needed to fill the mold cavity. Properties of the metal are: density = 0.324 lbm/in3, melting point = 1981F, specific heat of the metal = 0.093 Btu/lbm-F in the solid state and 0.090 Btu/lbm-F in the liquid state, and heat of fusion = 80 Btu/lbm.","Solution: Volume V = (20 x 10 x 3)(1 + 10%) = 600(1.1) = 660.0 in3 Assuming To = 75 F and using Eq. (10.1), H = 0.324 x 660{0.093(1981 -75) + 80 + 0.090(2150 -1981)} = 213.84{177.26 + 80 + 15.21} H = 58,265 Btu"
10,10.03,"10.03 The downsprue leading into the runner of a certain mold has a length = 175 mm. The cross-sectional area at the base of the sprue is 400 mm2. The mold cavity has a volume = 0.001 m3. Determine (a) the velocity of the molten metal flowing through the base of the downsprue, (b) the volume rate of flow, and (c) the time required to fill the mold cavity.","Solution: (a) Velocity v = (2 x 9815 x 175)0.5 = (3,435,096)0.5 = 1853 mm/s (b) Volume flow rate Q = vA = 1853 x 400 = 741,200 mm3/s  (c) Time to fill cavity TMF = V/Q = 1,000,000/741,200 = 1.35 s"
10,10.04,"10.04 A mold has a downsprue of length = 6.0 in. The cross-sectional area at the bottom of the sprue is 0.5 in2. The sprue leads into a horizontal runner which feeds the mold cavity, whose volume = 75 in3. Determine (a) the velocity of the molten metal flowing through the base of the downsprue, (b) the volume rate of flow, and (c) the time required to fill the mold cavity.",Solution: (a) Velocity v = (2 x 32.2 x 12 x 6.0)0.5 = (4636.8)0.5 = 68.1 in/sec (b) Volume flow rate Q = vA = 68.1 x 0.5 = 34.05 in3/sec  (c) Time to fill cavity TMF = V/Q = 75.0/34.05 = 2.2 sec.
10,10.05,"10.05 The flow rate of liquid metal into the downsprue of a mold = 1 liter/sec. The cross-sectional area at the top of the sprue = 800 mm2, and its length = 175 mm. What area should be used at the base of the sprue to avoid aspiration of the molten metal?","Solution: Flow rate Q = 1.0 l/s = 1,000,000 mm3/s Velocity v = (2 x 9815 x 175)0.5 = 1854 mm/s Area at base A = 1,000,000/1854 = 540 mm2"
10,10.06,"10.06 The volume rate of flow of molten metal into the downsprue from the pouring cup is 50 in3/sec. At the top where the pouring cup leads into the downsprue, the cross-sectional area = 1.0 in2. Determine what the area should be at the bottom of the sprue if its length = 8.0 in. It is desired to maintain a constant flow rate, top and bottom, in order to avoid aspiration of the liquid metal.","Solution: Velocity at base v = (2gh)0.5 = (2 x 32.2 x 12 x 8)0.5 = 78.6 in/sec Assuming volumetric continuity, area at base A = (50 in/sec)/(78.6 in/sec) = 0.636 in2"
10,10.07,"10.07 Molten metal can be poured into the pouring cup of a sand mold at a steady rate of 1000 cm3/s. The molten metal overflows the pouring cup and flows into the downsprue. The cross section of the sprue is round, with a diameter at the top = 3.4 cm. If the sprue is 25 cm long, determine the proper diameter at its base so as to maintain the same volume flow rate.","Solution: Velocity at base v = (2gh)0.5 = (2 x 981 x 25)0.5 = 221.5 cm/s Assuming volumetric continuity, area at base A = (1000 cm/s)/(221.5 cm/s) = 4.51 cm2 Area of sprue A = D2/4; rearranging, D2= 4A/S = 4(4.51)/S = 5.74 cm2   D = 2.39 cm"
10,10.06,"10.06 in2, and it is 8.0 in long before leading into the mold cavity, whose volume = 65 in3. The volume of the riser located along the runner near the mold cavity = 25 in3. It takes a total of 3.0 sec to fill the entire mold (including cavity, riser, runner, and sprue. This is more than the theoretical time required, indicating a loss of velocity due to friction in the sprue and runner. Find (a) the theoretical velocity and flow rate at the base of the downsprue; (b) the total volume of the mold; (c) the actual velocity and flow rate at the base of the sprue; and (d) the loss of head in the gating system due to friction.",Solution: (a) Velocity v = (2 x 32.2 x 12 x 6.0)0.5 = 68.1 in/sec Flow rate Q = 68.1 x 0.60 = 40.8 in3/sec (b) Total V = 65.0 + 25.0 + 0.5(0.8 + 0.6)(6.0) + 0.6(8.0) = 99.0 in3  (c) Actual flow rate Q = 99.0/3 = 33.0 in3/sec Actual velocity v = 33.0/0.6 = 55.0 in/sec  (d) v = (2 x 32.2 x 12 x h)0.5 = 27.8 h0.5 = 55.0 in/sec. h0.5   = 55.0/27.8 = 1.978 h = 1.9782 = 3.914 in Head loss = 6.0 -3.914 = 2.086 in Shrinkage
10,10.09,"10.09 Determine the shrink rule to be used by pattern makers for white cast iron. Using the shrinkage value in Table 10.1, express your answer in terms of decimal fraction inches of elongation per foot of length compared to a standard one-foot scale.","Solution: For white cast iron, shrinkage 2.1% from Table 10.1. Thus, linear contraction = 1.0 – 0.021 = 0.979. Shrink rule elongation = (0.979)-1 = 1.02145 For a 12-inch rule, L = 1.02145(12) = 12.257 in Elongation per foot of length = 0.257 in"
10,10.10,"10.10 Determine the shrink rule to be used by mold makers for die casting of zinc. Using the shrinkage value in Table 10.1, express your answer in terms of decimal mm of elongation per 300 mm of length compared to a standard 300-mm scale.","Solution: For zinc, shrinkage 2.6% from Table 10.1. Thus, linear contraction = 1.0 – 0.026 = 0.974. Shrink rule elongation = (0.974)-1 = 1.0267 For a 300-mm rule, L = 1.0267(300) = 308.008 mm Elongation per 300 mm of length = 8.008 mm"
10,10.11,"10.11 A flat plate is to be cast in an open mold whose bottom has a square shape that is 200 mm by 200 mm. The mold is 40 mm deep. A total of 1,000,000 mm3 of molten aluminum is poured into the mold. Solidification shrinkage is known to be 6.0%. Table 10.1 lists the linear shrinkage due to thermal contraction after solidification to be 1.3%. If the availability of molten metal in the mold allows the square shape of the cast plate to maintain its 200 mm by 200 mm dimensions until solidification is completed, determine the final dimensions of the plate.","Solution: The initial volume of liquid metal = 1,000,000 mm3. When poured into the mold it takes the shape of the open mold, which is 200 mm by 200 mm square, or 40,000 mm2. The starting height of the molten metal is 1,000,000 / 40,000 = 25 mm. Volumetric solidification shrinkage is 6%, so when the aluminum has solidified its volume = 1,000,000(0.94) = 940,000 mm3. Because its base still measures 200 mm by 200 mm due to the flow of liquid metal before solidification, its height has been reduced to 940,000 / 40,000 = 23.5 mm. Thermal contraction causes a further shrinkage of 1.6%. Thus the final dimensions of the plate are 200(0.984) by 200(0.984) by 23.5(0.984) = 196.8 mm by 196.8 mm by 23.124 mm. Solidification Time and Riser Design"
10,10.12,"10.12 In the casting of steel under certain mold conditions, the mold constant in Chvorinov's rule is known to be 4.0 min/cm2, based on previous experience. The casting is a flat plate whose length = 30 cm, width = 10 cm, and thickness = 20 mm. Determine how long it will take for the casting to solidify.",Solution: Volume V = 30 x 10x2 =600cm3 Area A =2(30 x10+ 30 x2 +10x 2) =760 cm2 Chvorinov’s rule: TTS = Cm (V/A)2 = 4(600/760)2 = 2.49 min
10,10.13,10.13 Solve for total solidification time in the previous problem only using an exponent value of 1.9 in Chvorinov's rule instead of 2.0. What adjustment must be made in the units of the mold constant? = Cm (V/A)1.9,Solution: Chvorinov’s rule: TTS = 4(600/760)1.9 = 2.55 min The units for Cm become min/in1.9 -strange units but consistent with Chvorinov’s empirical rule.
10,10.14,"10.14 A disk-shaped part is to be cast out of aluminum. The diameter of the disk = 500 mm and its thickness = 20 mm. If the mold constant = 2.0 sec/mm2 in Chvorinov's rule, how long will it take the casting to solidify?","Solution: Volume V = D2t/4 = (500)2(20)/4 = 3,926,991 mm3 Area A = 2D2/4 + Dt = (500)2/2 + (500)(20) = 424,115 mm2 Chvorinov’s rule: TTS = Cm (V/A)2 = 2.0(3,926,991/424,115)2 = 171.5 s = 2.86 min"
10,10.15,"10.15 In casting experiments performed using a certain alloy and type of sand mold, it took 155 sec for a cube-shaped casting to solidify. The cube was 50 mm on a side. (a) Determine the value of the mold constant in Chvorinov's rule. (b) If the same alloy and mold type were used, find the total solidification time for a cylindrical casting in which the diameter = 30 mm and length = 50 mm.","Solution: (a) Volume V = (50)3 = 125,000 mm3 Area A = 6 x (50)2 = 15,000 mm2 (V/A) = 125,000/15,000 = 8.333 mm Cm = TTS /(V/A)2 = 155/(8.333)2 = 2.232 s/mm2 (b) Cylindrical casting with D = 30 mm and L = 50 mm. Volume V = D2L/4 = (30)2(50)/4 = 35,343 mm3 Area A = 2D2/4 + DL = (30)2/2 + (30)(50) = 6126 mm2 V/A = 35,343/6126 = 5.77 TTS = 2.232 (5.77)2 = 74.3 s = 1.24 min."
10,10.16,10.16 A steel casting has a cylindrical geometry with 4.0 in diameter and weighs 20 lb. This casting takes,"Solution: (a) For steel, U = 490 lb/ft3 = 0.2836 lb/in3 Weight W = V, V = W/U = 20/0.2836 = 70.53 in3  Volume V = D2L/4 = (4)2L/4 =4L = 70.53 in3 Length L = 70.53/4S = 5.61 in Area A = 2D2/4 + DL = 2(4)2/4 + (4)(5.61) = 95.63 in2 (V/A) = 70.53/95.63 = 0.7375 Cm = 6.0/(0.7353)2 = 11.03 min/in2 (b) Find dimensions of smaller cylindrical casting with same D/L ratio and w = 12 lb. Weight is proportional to volume: V = (12/20)(70.53) = 42.32 in3 D/L ratio = 4.0/5.61 = 0.713; thus L = 1.4025D Volume V = D2L/4 = (D)2(1.4025D)/4 = 1.1015D3 D3 = (42.32 in3)/1.1015 = 38.42 in3 D = (38.42)0.333 = 3.374 in L = 1.4025(3.374) = 4.732 in  (c) V = D2L/4 = (3.374)2(4.732)/4 = 42.32 in3 A = 2D2/4 + DL = 0.5(3.374)2 + (3.374)(4.732) = 68.04 in2 V/A = 42.32/68.04 = 0.622 in. TTS = 11.03(.622)2 = 4.27 min."
10,10.17,"10.17 The total solidification times of three casting shapes are to be compared: (1) a sphere with diameter = 10 cm, (2) a cylinder with diameter and length both = 10 cm, and (3) a cube with each side = 10 cm. The same casting alloy is used in the three cases. (a) Determine the relative solidification times for each geometry. (b) Based on the results of part (a), which geometric element would make the best riser? (c) If the mold constant = 3.5 min/cm2 in Chvorinov's rule, compute the total solidification time for each casting.","Solution: For ease of computation, make the substitution 10 cm = 1 decimeter (1 dm) (a) Chvorinov’s rule: TTS = Cm(V/A)2  (1) Sphere volume V = D3/6 = (1)3/6 = /6 dm3 Sphere surface area A = D2 = (1)2 = S dm2 V/A = (/6)/S = 1/6 = 0.1667 dm Chvorinov’s rule TTS = (0.1667)2Cm = 0.02778Cm  (2) Cylinder volume V = D2H/4 = (1)2(1)/4 = /4 = 0.25S dm3 Cylinder area A = 2D2/4 + DL = 2(1)2/4 + (1)(1) = /2 + S = 1.5S dm2 V/A = 0.25/1.5S = 0.1667 dm Chvorinov’s rule TTS = (0.1667)2Cm = 0.02778Cm  (3) Cube: V = L3 = (1)3 = 1.0 dm3 Cube area = 6L2 = 6(1)2 = 6.0 dm2 V/A = 1.0/6.0 = 0.1667 dm Chvorinov’s rule TTS = (0.1667)2Cm = 0.02778Cm  (b) All three shapes are equivalent as risers.  (c) If Cm = 3.5 min/cm2 = 350 min/dm2, then TTS = 0.02778(350) = 9.723 min. Note, however, that the volumes of the three geometries are different: (1) sphere V = 0.524 dm3 = 524 cm3, cylinder V = 0.25S = 0.7854 dm3 = 785.4 cm3, and (3) cube V = 1.0 dm3 = 1000cm3. Accordingly, we might revise our answer to part (b) and choose the sphere on the basis that it wastes less metal than the other shapes."
